act,fitness,change1,change2,solution,tabu structue,tabu structure1
3,613.0,2,1,"[[[[0, [11, 10, 13, 4, 5, 3, 6, 14, 9, 2, 1]], [12, [12, 15]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [5, []], [3, []], [2, []], [1, []]]], [[[12, [12, 15]]], [[7, [7, 8]]]]]","[-240, 680, 711, 703, 670, 692, 662, 690, 651, 712, 661, 682, 792, 720, 790, 793]","[-160, 741, 741, 720, 720, 730, 602, 541, 343, 613, 460, 791, 791, 461, 330, 412]"
1,585.0,2,-1,"[[[[0, [11, 10, 13, 4, 5, 3, 6, 14, 9, 1, 2]], [12, [12, 15]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [5, []], [3, []], [1, []], [2, []]]], [[[12, [12, 15]]], [[7, [7, 8]]]]]","[-240, 680, 711, 703, 670, 692, 662, 690, 651, 712, 661, 682, 792, 720, 790, 793]","[-160, 741, 741, 720, 720, 730, 602, 541, 343, 613, 460, 791, 791, 461, 330, 412]"
4,633.0,-1,-1,"[[[[0, [11, 10, 13, 4, 3, 6, 14, 9, 1, 2, 5]], [12, [12, 15]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [1, []], [2, []], [3, []], [5, []]]], [[[12, [12, 15]]], [[7, [7, 8]]]]]"
4,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 2, 3, 5, 1]], [12, [12, 15]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12, 15]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 2, 3, 5, 1, 15]], [12, [12]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 1, 15]], [12, [12, 2]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12, 2]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 1, 15, 2]], [12, [12]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 1, 15]], [12, [12, 2]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12, 2]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 1, 15, 2]], [12, [12]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12]]], [[7, [7, 8]]]]]"
6,621.0,-1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 1, 15]], [12, [12, 2]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [3, []], [5, []], [2, []], [1, []]]], [[[12, [12, 2]]], [[7, [7, 8]]]]]"
2,593.0,1,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 5, 15, 1]], [12, [12, 2]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [1, []], [3, []], [5, []], [2, []]]], [[[12, [12, 2]]], [[7, [7, 8]]]]]","[-240, 680, 711, 703, 670, 692, 662, 690, 651, 712, 661, 682, 792, 720, 790, 793]","[-160, 741, 741, 720, 720, 730, 602, 541, 343, 613, 460, 791, 791, 461, 330, 412]"
1,585.0,5,-1,"[[[[0, [11, 10, 13, 4, 6, 14, 9, 3, 15, 1, 5]], [12, [12, 2]], [11, []], [10, []], [9, []], [13, []], [15, []], [14, []], [7, [7, 8]], [6, []], [8, []], [4, []], [5, []], [1, []], [3, []], [2, []]]], [[[12, [12, 2]]], [[7, [7, 8]]]]]","[-240, 680, 711, 703, 670, 692, 662, 690, 651, 712, 661, 682, 792, 720, 790, 793]","[-160, 741, 741, 720, 720, 730, 602, 541, 343, 613, 460, 791, 791, 461, 330, 412]"
